popularity,original_title,vote_average,release_year,budget_adj,revenue_adj,roi,gen1,gen2,gen3,gen4,gen5,ryear_ord
2.1083689999999997,Children of Men,7.3,2006,82206856.03,75673304.98,-7.95,Drama,Action,Thriller,Science Fiction,,2000s
1.9573310000000002,Superman Returns,5.3,2006,292050672.7,423020463.8,44.84,Adventure,Fantasy,Action,Science Fiction,,2000s
1.9307349999999999,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.4,2006,19470044.85,282935169.8,1353.18,Comedy,,,,,2000s
1.8887459999999998,Click,5.9,2006,89237705.56,257092530.6,188.1,Comedy,Drama,Fantasy,Romance,,2000s
1.76935,The Break-Up,5.5,2006,56246796.23,221741837.8,294.23,Romance,Comedy,,,,2000s
1.7472560000000001,Inside Man,7.2,2006,48675112.12,199434107.5,309.73,Crime,Drama,Thriller,,,2000s
1.6152440000000001,Over the Hedge,6.2,2006,86533532.66,167679639.0,93.77,Comedy,Animation,Family,,,2000s
1.6128,Perfume: The Story of a Murderer,7.0,2006,54083457.91,142975378.7,164.36,Crime,Fantasy,Drama,,,2000s
1.60314,Blood Diamond,7.2,2006,108166915.8,184833371.6,70.88,Drama,Thriller,Action,,,2000s
1.526073,Crank,6.5,2006,12980029.9,46437182.98,257.76,Action,Thriller,Crime,,,2000s
1.5203870000000002,Lucky Number Slevin,7.3,2006,29205067.27,60907579.92,108.55,Drama,Thriller,Crime,Mystery,,2000s
1.51114,Eight Below,6.6,2006,43266766.33,130293533.6,201.14,Adventure,Drama,Family,,,2000s
1.498538,Final Destination 3,5.8,2006,27041728.96,127333182.5,370.88,Horror,Mystery,,,,2000s
1.4983520000000001,Silent Hill,6.3,2006,54083457.91,105578971.5,95.21,Horror,Mystery,,,,2000s
1.470711,She's the Man,6.3,2006,21633383.17,36656858.09,69.45,Comedy,Drama,Family,Romance,,2000s
1.432839,The Fountain,6.7,2006,37858420.54,16554827.48,-56.27,Drama,Adventure,Science Fiction,Romance,,2000s
1.411147,Happy Feet,5.8,2006,108166915.8,415723973.6,284.34,Music,Animation,Comedy,Family,,2000s
1.409773,Rocky Balboa,6.4,2006,25960059.8,168438745.8,548.84,Drama,,,,,2000s
1.390297,Flushed Away,6.0,2006,161168704.6,69723654.08,-56.74,Adventure,Animation,Comedy,Family,,2000s
1.363623,The Wild,5.2,2006,86533532.66,40437169.57,-53.27,Family,Animation,,,,2000s
1.35007,DÃ©jÃ  Vu,6.5,2006,81125186.87,195303533.1,140.74,Action,Thriller,Science Fiction,,,2000s
1.2962719999999999,Eragon,4.8,2006,108166915.8,269647254.7,149.29,Fantasy,Action,Adventure,Family,,2000s
1.259442,The Lake House,6.3,2006,43266766.33,124208189.5,187.08,Romance,Drama,Mystery,,,2000s
1.2418360000000002,Scary Movie 4,5.3,2006,48675112.12,192821178.1,296.14,Comedy,,,,,2000s
1.235478,Monster House,6.3,2006,81125186.87,151622980.8,86.9,Animation,Comedy,Family,Fantasy,,2000s
1.223177,Failure to Launch,5.6,2006,54083457.91,95960487.06,77.43,Comedy,,,,,2000s
1.21726,Apocalypto,7.1,2006,43266766.33,129989904.8,200.44,Thriller,Action,Adventure,Drama,,2000s
1.211868,The Ant Bully,5.5,2006,54083457.91,59687725.36,10.36,Fantasy,Adventure,Animation,Comedy,Family,2000s
1.2083899999999999,The Hills Have Eyes,6.0,2006,16225037.37,75309823.04,364.16,Horror,Thriller,,,,2000s
1.194602,Just My Luck,5.7,2006,30286736.43,41276392.32,36.29,Comedy,Drama,Family,Fantasy,Romance,2000s
1.18228,The Good Shepherd,5.9,2006,91941878.45,64801247.08,-29.52,Drama,Thriller,History,,,2000s
1.1334,Ultraviolet,5.0,2006,32450074.75,33607688.98,3.57,Science Fiction,Action,Thriller,,,2000s
1.114239,Miami Vice,5.7,2006,146025336.4,177171468.7,21.33,Action,Adventure,Crime,Thriller,,2000s
1.110072,John Tucker Must Die,6.0,2006,19470044.85,44358894.15,127.83,Comedy,,,,,2000s
1.1094110000000001,Tristan & Isolde,6.2,2006,33531743.91,30286736.43,-9.68,Drama,,,,,2000s
1.103135,Flags of Our Fathers,6.7,2006,97350224.25,71282266.87,-26.78,War,Drama,History,,,2000s
1.102933,Shortbus,6.5,2006,2163338.317,5602004.592999999,158.95,Romance,Drama,Comedy,,,2000s
1.057194,Curious George,5.8,2006,54083457.91,75538165.56,39.67,Adventure,Animation,Comedy,Family,,2000s
1.0389540000000002,The Wicker Man,4.0,2006,43266766.33,41920167.19,-3.11,Mystery,Thriller,Horror,,,2000s
1.027989,Smokin' Aces,6.3,2006,18388375.69,61767522.04,235.91,Action,Comedy,Crime,Thriller,,2000s
0.987722,RV,5.7,2006,54083457.91,94676525.22,75.06,Comedy,Family,Adventure,,,2000s
0.969469,We Are Marshall,6.5,2006,70308495.29,47101677.23,-33.01,Drama,,,,,2000s
0.965931,The Illusionist,7.0,2006,43266766.33,94013293.28,117.29,Fantasy,Drama,Thriller,Romance,,2000s
0.9414809999999999,Beerfest,5.8,2006,18929210.27,20746380.92,9.6,Comedy,,,,,2000s
0.92958,The Contract,5.4,2006,27041728.96,6002398.493,-77.8,Drama,Action,Thriller,Crime,,2000s
0.928134,All the King's Men,5.4,2006,59491803.71,10222743.8,-82.82,Drama,Thriller,,,,2000s
0.920528,Big Momma's House 2,5.6,2006,43266766.33,149550563.2,245.65,Comedy,Crime,,,,2000s
0.916551,Basic Instinct 2,4.5,2006,75716841.08,41784314.95,-44.82,Crime,Mystery,Thriller,,,2000s
0.913299,Clerks II,6.9,2006,5408345.791,29084327.04,437.77,Comedy,,,,,2000s
0.9128709999999999,Talladega Nights: The Ballad of Ricky Bobby,6.2,2006,78421013.98,176275487.5,124.78,Comedy,,,,,2000s
0.8909090000000001,The Pursuit of Happyness,7.5,2006,59491803.71,332156039.2,458.32,Drama,,,,,2000s
0.883222,Marie Antoinette,6.5,2006,43266766.33,65413228.45,51.19,Drama,History,,,,2000s
0.8756299999999999,Freedomland,5.3,2006,40741068.85,15852540.8,-61.09,Drama,Thriller,Crime,Mystery,,2000s
0.850959,The Last King of Scotland,7.3,2006,6490014.95,51950373.88,700.47,Drama,,,,,2000s
0.849096,Saw III,6.0,2006,10816691.58,177260496.5,1538.77,Horror,Thriller,Crime,,,2000s
0.848086,Idiocracy,6.1,2006,32450074.75,535753.9791,-98.35,Adventure,Comedy,Science Fiction,,,2000s
0.840205,Nacho Libre,5.5,2006,34613413.07,86747695.58,150.62,Comedy,Family,,,,2000s
0.8384309999999999,The Black Dahlia,5.8,2006,54083457.91,53122072.53,-1.78,Drama,,,,,2000s
0.826011,Poseidon,5.3,2006,173067065.3,196512046.4,13.55,Adventure,Action,Drama,Thriller,,2000s
0.793804,American Dreamz,4.6,2006,18388375.69,7911357.429,-56.98,Comedy,Drama,Family,,,2000s
0.788266,Fur: An Imaginary Portrait of Diane Arbus,6.3,2006,18172041.86,2467383.619,-86.42,Drama,Mystery,Romance,,,2000s
0.780687,"You, Me and Dupree",5.3,2006,58410134.55,141083588.0,141.54,Comedy,Romance,,,,2000s
0.7785890000000001,Little Miss Sunshine,7.3,2006,8653353.266,108732824.6,1156.54,Comedy,Drama,,,,2000s
0.773044,Little Man,5.6,2006,69226826.13,109892309.0,58.74,Comedy,Crime,,,,2000s
0.743703,Employee of the Month,5.4,2006,12980029.9,41502465.5,219.74,Comedy,Romance,,,,2000s
0.7277520000000001,The Omen,5.2,2006,27041728.96,128922344.9,376.75,Drama,Horror,Thriller,,,2000s
0.723825,Letters from Iwo Jima,6.9,2006,20551714.01,74281712.73,261.44,Action,Adventure,Drama,War,,2000s
0.7154510000000001,A Scanner Darkly,6.7,2006,9194187.845,5928624.33,-35.52,Animation,Science Fiction,Thriller,,,2000s
0.713697,Stranger Than Fiction,6.9,2006,32450074.75,58035037.64,78.84,Comedy,Drama,Fantasy,Romance,,2000s
0.711674,World Trade Center,5.9,2006,68145156.97,176253548.0,158.64,Drama,History,Thriller,,,2000s
0.70435,A Good Year,6.4,2006,37858420.54,45499445.05,20.18,Comedy,Drama,Romance,,,2000s
0.702198,Snow Cake,7.4,2006,12980029.9,1494504.418,-88.49,Romance,Drama,,,,2000s
0.701814,Itâ€™s a Boy Girl Thing,6.2,2006,16765871.95,7988596.177999999,-52.35,Comedy,,,,,2000s
0.6982970000000001,Date Movie,3.9,2006,21633383.17,52513335.09,142.74,Comedy,,,,,2000s
0.692543,Accepted,6.1,2006,24878390.64,41649680.68,67.41,Comedy,,,,,2000s
0.685491,Open Season,6.1,2006,91941878.45,213423089.2,132.13,Adventure,Animation,Family,,,2000s
0.674705,Barnyard,5.3,2006,55165127.07,78722799.67,42.7,Animation,Comedy,Family,,,2000s
0.67078,Unknown,6.4,2006,4002175.8860000004,3610858.271,-9.78,Crime,Drama,Mystery,Thriller,,2000s
0.6477,Dreamgirls,6.5,2006,75716841.08,167591309.9,121.34,Drama,,,,,2000s
0.646745,Snakes on a Plane,5.2,2006,35695082.22,67087299.68,87.95,Horror,Action,Crime,Thriller,,2000s
0.641047,Friends with Money,5.0,2006,7030849.529,14460226.0,105.67,Drama,Comedy,Romance,,,2000s
0.638444,Jackass Number Two,6.4,2006,11898360.74,78722488.15,561.62,Action,Comedy,Documentary,,,2000s
0.632875,The Guardian,7.0,2006,75716841.08,59504493.85,-21.41,Action,,,,,2000s
0.631574,Southland Tales,4.9,2006,18388375.69,405347.9454,-97.8,Action,Adventure,Comedy,Drama,Science Fiction,2000s
0.62873,The Fast and the Furious: Tokyo Drift,6.1,2006,91941878.45,171410264.0,86.43,Action,Crime,Drama,Thriller,,2000s
0.620633,Miss Potter,6.2,2006,32450074.75,37943051.42,16.93,Drama,Family,Romance,,,2000s
0.614854,Pulse,5.1,2006,41103428.02,32350220.46,-21.3,Horror,Thriller,,,,2000s
0.609408,Black Snake Moan,6.3,2006,16225037.37,11794353.92,-27.31,Drama,,,,,2000s
0.606808,Goya's Ghosts,6.7,2006,54083457.91,10219698.9,-81.1,Drama,,,,,2000s
0.589842,The Hoax,6.5,2006,27041728.96,12733907.98,-52.91,Comedy,Drama,,,,2000s
0.5828760000000001,The Marine,5.0,2006,21633383.17,23975854.55,10.83,Action,Adventure,Drama,Thriller,,2000s
0.5694229999999999,Running with Scissors,5.6,2006,12980029.9,7306564.834,-43.71,Drama,Comedy,,,,2000s
0.56593,The Shaggy Dog,4.6,2006,54083457.91,66103956.41,22.23,Comedy,Family,,,,2000s
0.5642159999999999,Stormbreaker,5.0,2006,43266766.33,25892855.69,-40.16,Adventure,Action,Family,,,2000s
0.552267,Madea's Family Reunion,6.0,2006,6490014.95,61905574.39,853.86,Drama,Comedy,Romance,,,2000s
0.5366310000000001,Charlotte's Web,6.0,2006,91941878.45,155.76035880000003,-100.0,Comedy,Family,Fantasy,,,2000s
0.530814,Take the Lead,6.4,2006,32450074.75,37579421.29,15.81,Music,,,,,2000s
0.529881,Zoom,5.1,2006,37858420.54,13527557.85,-64.27,Fantasy,Comedy,Family,,,2000s
0.514836,Aquamarine,5.9,2006,12980029.9,24885798.99,91.72,Fantasy,Romance,Family,Comedy,,2000s
0.508401,Rescue Dawn,6.6,2006,10816691.58,7763294.227999999,-28.23,Adventure,Drama,War,,,2000s
0.5014310000000001,The Wind That Shakes the Barley,6.5,2006,7030849.529,24758344.83,252.14,Drama,History,War,,,2000s
0.49670299999999995,16 Blocks,6.1,2006,59491803.71,71027503.49,19.39,Action,Adventure,Crime,Thriller,,2000s
0.48989799999999994,Scoop,6.2,2006,4326676.633,34164413.28,689.62,Comedy,Mystery,,,,2000s
0.4819,Last Holiday,6.4,2006,48675112.12,41536053.49,-14.67,Adventure,Comedy,Drama,,,2000s
0.467297,Notes on a Scandal,6.3,2006,16225037.37,53510069.42,229.8,Drama,Romance,,,,2000s
0.46315500000000004,United 93,6.6,2006,16225037.37,82516317.25,408.57,Drama,History,Crime,Thriller,Action,2000s
0.46186499999999997,Kidulthood,6.5,2006,1075179.143,178475.4111,-83.4,Drama,,,,,2000s
0.45811199999999996,DOA: Dead or Alive,4.9,2006,22715052.32,519540.8401,-97.71,Adventure,Action,Thriller,,,2000s
0.45121700000000003,The Queen,6.6,2006,16225037.37,133460805.9,722.56,Drama,,,,,2000s
0.441629,The Sentinel,5.6,2006,64900149.5,84284035.07,29.87,Action,Thriller,Crime,,,2000s
0.437529,The Good German,5.8,2006,34613413.07,6397973.557999999,-81.52,War,Crime,Drama,Mystery,Romance,2000s
0.43545100000000003,Flyboys,6.1,2006,64900149.5,19253711.02,-70.33,Action,Adventure,Drama,History,Romance,2000s
0.433874,Running Scared,6.8,2006,16225037.37,10275857.0,-36.67,Action,Crime,Drama,Thriller,,2000s
0.405681,Catch and Release,6.0,2006,27041728.96,17478137.03,-35.37,Comedy,Drama,Romance,,,2000s
0.405342,The Grudge 2,5.3,2006,21633383.17,42340683.38,95.72,Horror,Thriller,,,,2000s
0.384988,10th & Wolf,6.0,2006,8653353.266,155166.5224,-98.21,Action,Crime,Drama,Mystery,Thriller,2000s
0.3804,Firewall,5.4,2006,48675112.12,89562206.31,84.0,Thriller,,,,,2000s
0.46306800000000004,Seraphim Falls,5.8,2006,19470044.85,1294008.386,-93.35,Western,Drama,,,,2000s
0.36789299999999997,Sherrybaby,6.5,2006,2163338.317,673670.0418,-68.86,Drama,,,,,2000s
0.500077,Alatriste,5.7,2006,25960059.8,25226638.35,-2.83,Action,,,,,2000s
0.8771909999999999,Tenacious D in The Pick of Destiny,6.2,2006,23796721.48,14500418.66,-39.07,Comedy,Music,,,,2000s
0.360145,Man of the Year,5.4,2006,21633383.17,44605492.0,106.19,Comedy,Drama,Romance,Thriller,,2000s
0.357462,The Covenant,5.2,2006,21633383.17,40668024.81,87.99,Action,Adventure,Fantasy,Horror,Science Fiction,2000s
0.33726799999999996,When a Stranger Calls,5.4,2006,16225037.37,72436124.46,346.45,Horror,Thriller,,,,2000s
0.33058200000000004,Infamous,5.5,2006,14061699.06,1245358.152,-91.14,Drama,,,,,2000s
0.32548499999999997,Another Gay Movie,5.1,2006,540834.5791,806197.2287,49.07,Comedy,Romance,,,,2000s
0.32090799999999997,Dhoom 2,6.5,2006,11898360.74,50185584.14,321.79,Drama,Action,Thriller,Crime,,2000s
0.312729,Black Christmas,5.3,2006,9735022.425,23267624.1,139.01,Horror,Thriller,,,,2000s
0.312609,The Astronaut Farmer,6.2,2006,14061699.06,12039939.34,-14.38,Adventure,Comedy,Drama,Science Fiction,,2000s
0.30727899999999997,Fido,6.7,2006,8653353.266,461033.3553,-94.67,Romance,Comedy,Drama,Horror,,2000s
0.30357399999999995,ATL,5.3,2006,21633383.17,22899545.06,5.85,Drama,,,,,2000s
0.300525,Bug,5.6,2006,4326676.633,8717323.18,101.48,Horror,Thriller,,,,2000s
0.298124,Lady in the Water,5.2,2006,81125186.87,45738563.16,-43.62,Drama,Thriller,Fantasy,Mystery,,2000s
0.282881,Gridiron Gang,6.5,2006,32450074.75,44868557.19,38.27,Action,Adventure,Crime,Drama,,2000s
0.206454,Facing the Giants,6.8,2006,108166.9158,11009586.73,10078.33,Drama,,,,,2000s
0.326984,The History Boys,5.6,2006,4326676.633,14496478.14,235.05,Comedy,Drama,,,,2000s
0.254596,The Namesake,7.0,2006,12980029.9,21783557.79,67.82,Drama,,,,,2000s
0.251388,An Inconvenient Truth,6.5,2006,1081669.158,50019626.89,4524.3,Documentary,,,,,2000s
0.24994899999999998,Let's Go to Prison,5.4,2006,4326676.633,5008176.8780000005,15.75,Comedy,Crime,,,,2000s
0.225633,This Is England,7.1,2006,2574372.597,8844315.466,243.55,Drama,Crime,,,,2000s
0.5339659999999999,School for Scoundrels,5.5,2006,21633383.17,19261898.17,-10.96,Comedy,Drama,Romance,,,2000s
0.209369,Annapolis,5.8,2006,28123398.12,18925956.61,-32.7,Drama,,,,,2000s
0.20754,IndigÃ¨nes,6.7,2006,15684202.8,24839127.13,58.37,Drama,History,War,,,2000s
0.200545,Flicka,6.1,2006,16225037.37,22715052.32,40.0,Drama,Family,,,,2000s
0.189838,Stay Alive,5.3,2006,9735022.425,29318745.29,201.17,Horror,Thriller,,,,2000s
0.188603,The Return,5.2,2006,16225037.37,12971391.69,-20.05,Drama,Thriller,,,,2000s
0.187319,Ten Canoes,5.9,2006,2163338.317,324500.7475,-85.0,Adventure,Comedy,Drama,,,2000s
0.157586,X-Men: The Last Stand,6.2,2006,227150523.2,253499999.1,11.6,Adventure,Action,Science Fiction,Thriller,,2000s
0.145707,Who Killed the Electric Car?,6.6,2006,1081669.158,1815986.226,67.89,Documentary,,,,,2000s
0.13304100000000002,Akeelah and the Bee,6.6,2006,8653353.266,20495926.92,136.86,Drama,,,,,2000s
0.096955,Trailer Park Boys: The Movie,6.3,2006,5408345.791,4146586.29,-23.33,Action,Comedy,,,,2000s
0.08424,First Snow,6.6,2006,8653353.266,413486.4241,-95.22,Drama,Thriller,,,,2000s
0.078983,For Your Consideration,5.4,2006,12980029.9,5994637.517000001,-53.82,Comedy,Drama,,,,2000s
0.139931,The Foot Fist Way,5.3,2006,85451.86351,265008.9438,210.13,Comedy,,,,,2000s
0.040915,Special,6.5,2006,1081669.158,7790.181278,-99.28,Drama,Fantasy,Science Fiction,,,2000s
5.827781,Harry Potter and the Prisoner of Azkaban,7.4,2004,150077902.0,911786234.1,507.54,Adventure,Fantasy,Family,,,2000s
4.535598,Kill Bill: Vol. 2,7.5,2004,34633361.99,175659789.8,407.2,Action,Crime,Thriller,,,2000s
3.9904879999999996,Bridget Jones: The Edge of Reason,6.0,2004,57722269.99,46412191.5,-19.59,Comedy,Romance,,,,2000s
3.863377,Eternal Sunshine of the Spotless Mind,7.8,2004,23088908.0,83418061.16,261.29,Science Fiction,Drama,Romance,,,2000s
3.4256279999999997,The Notebook,7.5,2004,33478916.59,133457615.9,298.63,Romance,Drama,,,,2000s
3.339406,The Incredibles,7.2,2004,106208976.8,728965418.4,586.35,Action,Adventure,Animation,Family,Science Fiction,2000s
3.196643,The Bourne Supremacy,7.1,2004,86583404.99,333057748.4,284.67,Action,Drama,Thriller,,,2000s
3.177517,Troy,6.8,2004,202027945.0,574232515.5,184.23,War,Adventure,Drama,,,2000s
2.906282,National Treasure,6.4,2004,115444540.0,401114240.7,247.45,Adventure,Action,Thriller,Mystery,,2000s
2.791375,"I, Robot",6.6,2004,138533448.0,400863751.4,189.36,Action,Science Fiction,,,,2000s
2.6686919999999996,50 First Dates,6.5,2004,86583404.99,226828759.3,161.98,Comedy,Romance,,,,2000s
2.629934,Mean Girls,6.8,2004,19625571.8,148972948.8,659.08,Comedy,,,,,2000s
2.499507,Van Helsing,5.9,2004,184711264.0,346630860.8,87.66,Horror,Adventure,Action,,,2000s
2.361367,Hellboy,6.4,2004,76193396.39,114658347.7,50.48,Fantasy,Action,Science Fiction,,,2000s
2.241935,The Polar Express,6.4,2004,190483491.0,353116829.4,85.38,Animation,Adventure,Family,Fantasy,,2000s
2.191033,Shrek 2,6.5,2004,173166810.0,1061903623.0,513.23,Adventure,Animation,Comedy,Family,Fantasy,2000s
2.186534,The Butterfly Effect,7.1,2004,15007790.2,110897015.6,638.93,Science Fiction,Thriller,,,,2000s
2.17643,Resident Evil: Apocalypse,6.1,2004,51950042.99,149379272.0,187.54,Horror,Action,Science Fiction,,,2000s
2.175284,Ocean's Twelve,6.4,2004,126988994.0,418768465.4,229.77,Thriller,Crime,,,,2000s
2.0419549999999997,Meet the Fockers,6.1,2004,92355631.98,596436064.3,545.8,Comedy,Romance,,,,2000s
2.022895,The Day After Tomorrow,6.1,2004,144305675.0,628332770.7,335.42,Action,Adventure,Science Fiction,Thriller,,2000s
1.9112060000000002,The Aviator,6.7,2004,133915666.4,117753430.8,-12.07,Drama,,,,,2000s
1.8319299999999998,Collateral,6.7,2004,75038950.99,251396984.0,235.02,Drama,Crime,Thriller,,,2000s
1.8235970000000001,Shaun of the Dead,7.4,2004,4617781.598999999,34678837.91,650.98,Horror,Comedy,,,,2000s
1.792138,Blade: Trinity,5.7,2004,75038950.99,148814206.8,98.32,Science Fiction,Action,Horror,Thriller,Adventure,2000s
1.6824919999999999,The Terminal,7.0,2004,69266723.99,253305240.7,265.7,Comedy,Drama,,,,2000s
1.665648,Lemony Snicket's A Series of Unfortunate Events,6.5,2004,161622356.0,241364107.7,49.34,Adventure,Fantasy,Comedy,Family,,2000s
1.648554,Million Dollar Baby,7.6,2004,34633361.99,250241794.0,622.55,Drama,,,,,2000s
1.648211,Garfield,5.2,2004,57722269.99,231817870.5,301.61,Animation,Comedy,Family,,,2000s
1.615629,Shark Tale,5.8,2004,86583404.99,423998956.2,389.7,Animation,Action,Comedy,Family,,2000s
1.590381,Sky Captain and the World of Tomorrow,5.7,2004,80811177.99,66910149.98,-17.2,Mystery,Action,Thriller,Science Fiction,Adventure,2000s
1.556897,The SpongeBob SquarePants Movie,6.6,2004,34633361.99,161809136.0,367.21,Animation,Comedy,Family,,,2000s
1.5397290000000001,Crash,7.1,2004,7503895.098999999,113609042.2,1414.0,Drama,,,,,2000s
1.5271540000000001,Anchorman: The Legend of Ron Burgundy,6.7,2004,30015580.4,104562954.7,248.36,Comedy,,,,,2000s
1.497252,13 Going On 30,6.1,2004,42714479.79,111352835.7,160.69,Comedy,Fantasy,Romance,,,2000s
1.473411,Ella Enchanted,5.7,2004,35787807.39,31618836.07,-11.65,Fantasy,Comedy,Family,Romance,,2000s
1.4413610000000001,The Girl Next Door,6.2,2004,28861135.0,35108050.32,21.64,Comedy,,,,,2000s
1.428313,Finding Neverland,7.1,2004,28861135.0,134800613.4,367.07,Drama,,,,,2000s
1.408588,A Cinderella Story,5.9,2004,21934462.6,80889575.22,268.78,Comedy,,,,,2000s
1.3487040000000001,AVP: Alien vs. Predator,5.5,2004,80811177.99,197622423.2,144.55,Adventure,Science Fiction,Action,,,2000s
1.338131,DodgeBall: A True Underdog Story,6.2,2004,23088908.0,193626249.2,738.61,Comedy,,,,,2000s
1.327137,Banlieue 13,6.5,2004,13853344.8,11064355.94,-20.13,Action,Thriller,Science Fiction,,,2000s
1.3190680000000001,Alexander,5.6,2004,178939037.0,193136628.2,7.93,War,History,Action,Adventure,Drama,2000s
1.318761,Harold & Kumar Go to White Castle,6.4,2004,10390008.6,27633853.33,165.97,Comedy,Adventure,,,,2000s
1.3097530000000002,Saw,7.1,2004,1385334.48,119960348.3,8559.31,Horror,Mystery,Crime,,,2000s
1.304553,Spider-Man 2,6.4,2004,230889080.0,904815446.9,291.88,Action,Adventure,Fantasy,,,2000s
1.279087,EuroTrip,6.4,2004,28861135.0,24008824.35,-16.81,Comedy,,,,,2000s
1.277711,Man on Fire,7.3,2004,80811177.99,150416978.8,86.13,Action,Drama,Thriller,Crime,,2000s
1.2306700000000002,Along Came Polly,5.7,2004,48486706.79,198522339.9,309.44,Comedy,Romance,,,,2000s
1.2088370000000002,Closer,6.6,2004,31170025.79,133344247.1,327.8,Drama,Romance,,,,2000s
1.1316540000000002,The Punisher,6.0,2004,38096698.19,63148284.59,65.76,Action,Crime,Drama,,,2000s
1.129322,Catwoman,4.3,2004,115444540.0,94782713.75,-17.9,Action,Crime,,,,2000s
1.1173,9 Songs,5.2,2004,1154445.4,383648.7586,-66.77,Drama,Music,Romance,,,2000s
1.107167,Dawn of the Dead,6.7,2004,32324471.19,118164853.2,265.56,Fantasy,Horror,Action,,,2000s
1.06218,King Arthur,6.1,2004,138533448.0,235007976.1,69.64,Adventure,War,History,,,2000s
1.052176,The Chronicles of Riddick,6.2,2004,121216767.0,133653299.0,10.26,Adventure,Action,Thriller,Science Fiction,,2000s
1.042281,Spanglish,5.6,2004,92355631.98,63542252.93,-31.2,Comedy,,,,,2000s
1.0394299999999999,Secret Window,6.3,2004,46177815.99,107263182.8,132.28,Thriller,Mystery,,,,2000s
1.035728,Layer Cake,7.0,2004,7503895.098999999,13680425.04,82.31,Drama,Thriller,Crime,,,2000s
0.9864440000000001,After the Sunset,6.0,2004,69266723.99,70822682.04,2.25,Action,Comedy,Crime,Drama,,2000s
0.976399,Thunderbirds,4.4,2004,65803387.79,32651914.62,-50.38,Action,Adventure,Comedy,Family,Fantasy,2000s
0.9618469999999999,The Princess Diaries 2: Royal Engagement,5.9,2004,46177815.99,109844827.5,137.87,Comedy,Drama,Family,Romance,,2000s
0.9485600000000001,The Alamo,5.9,2004,167394583.0,29807735.2,-82.19,Western,History,War,,,2000s
0.9397049999999999,Before Sunset,7.5,2004,3117002.579,18462600.82,492.32,Drama,Romance,,,,2000s
0.935831,The Grudge,5.8,2004,11544454.0,211811410.3,1734.75,Horror,Thriller,Mystery,,,2000s
0.935483,Cellular,6.0,2004,28861135.0,65136911.45,125.69,Action,Adventure,Crime,Thriller,,2000s
0.9270879999999999,The Manchurian Candidate,6.1,2004,92355631.98,110949088.0,20.13,Drama,Thriller,Mystery,,,2000s
0.9251209999999999,The Machinist,7.2,2004,5772226.999,9470186.909,64.06,Thriller,Drama,,,,2000s
0.9243629999999999,Seed of Chucky,4.9,2004,13853344.8,28664468.29,106.91,Comedy,Drama,Horror,,,2000s
0.9220870000000001,Taxi,5.0,2004,28861135.0,42264206.84,46.44,Thriller,Action,Comedy,Crime,,2000s
0.898601,Alfie,5.4,2004,69266723.99,15464880.15,-77.67,Comedy,,,,,2000s
0.87766,Shall We Dance?,5.8,2004,57722269.99,196404018.0,240.26,Drama,Romance,Comedy,,,2000s
0.8749379999999999,Jersey Girl,5.7,2004,40405588.99,41673611.04,3.14,Comedy,Romance,,,,2000s
0.8676,The Stepford Wives,5.4,2004,103900086.0,117753430.8,13.33,Action,Comedy,Science Fiction,,,2000s
0.8563290000000001,Primer,6.9,2004,8081.117799,490362.22799999994,5968.0,Science Fiction,Drama,Thriller,,,2000s
0.845493,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,6.7,2004,11544454.0,1687786.476,-85.38,Animation,Action,Science Fiction,,,2000s
0.8379059999999999,Home on the Range,5.8,2004,126988994.0,120006286.0,-5.5,Western,Animation,Family,Comedy,Music,2000s
0.815044,Hidalgo,6.3,2004,115444540.0,124799530.6,8.1,Western,Adventure,,,,2000s
0.80542,Fahrenheit 9/11,6.6,2004,6926672.399,137511206.2,1885.24,Documentary,,,,,2000s
0.804481,Win a Date with Tad Hamilton!,5.3,2004,19625571.8,19602596.02,-0.12,Comedy,Romance,,,,2000s
0.8025770000000001,White Chicks,6.4,2004,42714479.79,130552160.8,205.64,Comedy,,,,,2000s
0.787185,Hotel Rwanda,7.2,2004,20202794.5,43868925.19,117.14,Drama,History,War,,,2000s
0.779837,Walking Tall,6.0,2004,64648942.39,66061856.57,2.19,Adventure,Drama,Action,Thriller,,2000s
0.7678699999999999,Twisted,5.7,2004,57722269.99,29086251.85,-49.61,Action,Adventure,Crime,Drama,Thriller,2000s
0.762134,Open Water,5.3,2004,150077.902,63111168.01,41952.27,Drama,Thriller,,,,2000s
0.73712,Team America: World Police,6.5,2004,36942252.79,58769839.14,59.09,Music,Adventure,Animation,Action,Comedy,2000s
0.7026319999999999,Sideways,6.6,2004,18471126.4,126414430.0,584.39,Comedy,Drama,Romance,,,2000s
0.696312,Without a Paddle,5.2,2004,21934462.6,80385323.86,266.48,Action,Adventure,Comedy,Thriller,,2000s
0.6799970000000001,Starsky & Hutch,5.5,2004,69266723.99,196565975.2,183.78,Comedy,Crime,,,,2000s
0.678708,Confessions of a Teenage Drama Queen,5.1,2004,17316681.0,33861116.52,95.54,Music,Comedy,Family,Romance,,2000s
0.677316,The Village,6.0,2004,69266723.99,296343271.1,327.83,Drama,Mystery,Thriller,,,2000s
0.674089,The Whole Ten Yards,5.5,2004,46177815.99,30195421.05,-34.61,Comedy,Thriller,Crime,,,2000s
